COUNTRY,REGION,YEAR,GOVERNMENT DEBT AS % OF GDP,INDEPENDENCE,LESSTHANONE,DEBT%GDPWINSOR
Ecuador,LAC,1965,20.3,1822,,20.3
Ecuador,LAC,1966,22.4,1822,,22.4
Ecuador,LAC,1967,20.8,1822,,20.8
Ecuador,LAC,1968,24.3,1822,,24.3
Ecuador,LAC,1969,28.5,1822,,28.5
Ecuador,LAC,1970,35.3,1822,,35.3
Ecuador,LAC,1971,33.5,1822,,33.5
Ecuador,LAC,1972,27.6,1822,,27.6
Ecuador,LAC,1973,19.4,1822,,19.4
Ecuador,LAC,1974,13.9,1822,,13.9
Ecuador,LAC,1975,15.1,1822,,15.1
Ecuador,LAC,1976,16.2,1822,,16.2
Ecuador,LAC,1977,30.4,1822,,30.4
Ecuador,LAC,1978,46,1822,,46
Ecuador,LAC,1979,41.9,1822,,41.9
Ecuador,LAC,1980,42.5,1822,,42.5
Ecuador,LAC,1981,46.4,1822,,46.4
Ecuador,LAC,1982,49,1822,,49
Ecuador,LAC,1983,63.9,1822,,63.9
Ecuador,LAC,1984,74.5,1822,,74.5
Ecuador,LAC,1985,75.9,1822,,75.9
Ecuador,LAC,1986,94.1,1822,,94.1
Ecuador,LAC,1987,122.6,1822,,122.6
Ecuador,LAC,1988,127.9,1822,,127.9
Ecuador,LAC,1989,129.9,1822,,129.9
Ecuador,LAC,1990,115.3,1822,,115.3
Ecuador,LAC,1991,109.5,1822,,109.5
Ecuador,LAC,1992,105.7,1822,,105.7
Ecuador,LAC,1993,94.6,1822,,94.6
Ecuador,LAC,1994,80.6,1822,,80.6
Ecuador,LAC,1995,67.5,1822,,67.5
Ecuador,LAC,1996,66.3,1822,,66.3
Ecuador,LAC,1997,58.8,1822,,58.8
Ecuador,LAC,1998,67.3,1822,,67.3
Ecuador,LAC,1999,100.7,1822,,100.7
Ecuador,LAC,2000,88.2,1822,,88.2
Ecuador,LAC,2001,66.7,1822,,66.7
Ecuador,LAC,2002,56.8,1822,,56.8
Ecuador,LAC,2003,50.7,1822,,50.7
Ecuador,LAC,2004,44.6,1822,,44.6
Ecuador,LAC,2005,39.1,1822,,39.1
Ecuador,LAC,2006,32.3,1822,,32.3
Ecuador,LAC,2007,30.5,1822,,30.5
Ecuador,LAC,2008,25.3,1822,,25.3
Ecuador,LAC,2009,18.4,1822,,18.4
Ecuador,LAC,2010,18,1822,,18
Egypt,SWANA,1862,18.1,1922,,18.1
Egypt,SWANA,1863,9.8,1922,,9.8
Egypt,SWANA,1864,16.1,1922,,16.1
Egypt,SWANA,1865,23.3,1922,,23.3
Egypt,SWANA,1866,37.8,1922,,37.8
Egypt,SWANA,1867,47.2,1922,,47.2
Egypt,SWANA,1868,84.7,1922,,84.7
Egypt,SWANA,1869,72.1,1922,,72.1
Egypt,SWANA,1870,91.8,1922,,91.8
Egypt,SWANA,1871,76.9,1922,,76.9
Egypt,SWANA,1872,56.5,1922,,56.5
Egypt,SWANA,1873,105.8,1922,,105.8
Egypt,SWANA,1874,111.1,1922,,111.1
Egypt,SWANA,1875,105.6,1922,,105.6
Egypt,SWANA,1876,95.9,1922,,95.9
Egypt,SWANA,1877,163.2,1922,,163.2
Egypt,SWANA,1878,295.7,1922,,295.7
Egypt,SWANA,1879,182.9,1922,,182.9
Egypt,SWANA,1880,196,1922,,196
Egypt,SWANA,1881,195.2,1922,,195.2
Egypt,SWANA,1882,229.6,1922,,229.6
Egypt,SWANA,1883,209.4,1922,,209.4
Egypt,SWANA,1884,192.8,1922,,192.8
Egypt,SWANA,1885,226.6,1922,,226.6
Egypt,SWANA,1886,335.6,1922,,335.6
Egypt,SWANA,1887,293.1,1922,,293.1
Egypt,SWANA,1888,294.7,1922,,294.7
Egypt,SWANA,1889,283,1922,,283
Egypt,SWANA,1890,277.7,1922,,277.7
Egypt,SWANA,1891,266.1,1922,,266.1
Egypt,SWANA,1892,260.4,1922,,260.4
Egypt,SWANA,1893,251.6,1922,,251.6
Egypt,SWANA,1894,270.6,1922,,270.6
Egypt,SWANA,1895,242.7,1922,,242.7
Egypt,SWANA,1896,212.2,1922,,212.2
Egypt,SWANA,1897,223.6,1922,,223.6
Egypt,SWANA,1898,197.5,1922,,197.5
Egypt,SWANA,1899,181.1,1922,,181.1
Egypt,SWANA,1900,161,1922,,161
Egypt,SWANA,1901,162.2,1922,,162.2
Egypt,SWANA,1902,155.7,1922,,155.7
Egypt,SWANA,1903,139.4,1922,,139.4
Egypt,SWANA,1904,127.1,1922,,127.1
Egypt,SWANA,1905,115.4,1922,,115.4
Egypt,SWANA,1906,101.2,1922,,101.2
Egypt,SWANA,1907,95.1,1922,,95.1
Egypt,SWANA,1908,94.5,1922,,94.5
Egypt,SWANA,1909,92.6,1922,,92.6
Egypt,SWANA,1910,85.3,1922,,85.3
Egypt,SWANA,1911,85.1,1922,,85.1
Egypt,SWANA,1912,86.2,1922,,86.2
Egypt,SWANA,1913,82.4,1922,,82.4
Egypt,SWANA,1914,88.3,1922,,88.3
Egypt,SWANA,1915,84,1922,,84
Egypt,SWANA,1916,71.1,1922,,71.1
Egypt,SWANA,1917,57.2,1922,,57.2
Egypt,SWANA,1918,47.2,1922,,47.2
Egypt,SWANA,1919,42.7,1922,,42.7
Egypt,SWANA,1920,38.8,1922,,38.8
Egypt,SWANA,1921,45.7,1922,,45.7
Egypt,SWANA,1922,48.3,1922,,48.3
Egypt,SWANA,1923,49.5,1922,,49.5
Egypt,SWANA,1924,55.2,1922,,55.2
Egypt,SWANA,1925,53.3,1922,,53.3
Egypt,SWANA,1926,54.1,1922,,54.1
Egypt,SWANA,1927,55.3,1922,,55.3
Egypt,SWANA,1928,53.9,1922,,53.9
Egypt,SWANA,1929,53.3,1922,,53.3
Egypt,SWANA,1930,54.4,1922,,54.4
Egypt,SWANA,1931,56.6,1922,,56.6
Egypt,SWANA,1932,56.9,1922,,56.9
Egypt,SWANA,1933,57.4,1922,,57.4
Egypt,SWANA,1934,57.7,1922,,57.7
Egypt,SWANA,1935,54.5,1922,,54.5
Egypt,SWANA,1936,53,1922,,53
Egypt,SWANA,1937,51.9,1922,,51.9
Egypt,SWANA,1938,51,1922,,51
Egypt,SWANA,1939,50.8,1922,,50.8
Egypt,SWANA,1940,45,1922,,45
Egypt,SWANA,1941,36.2,1922,,36.2
Egypt,SWANA,1942,31,1922,,31
Egypt,SWANA,1943,23.2,1922,,23.2
Egypt,SWANA,1944,,1922,,
Egypt,SWANA,1945,,1922,,
Egypt,SWANA,1946,,1922,,
Egypt,SWANA,1947,,1922,,
Egypt,SWANA,1948,,1922,,
Egypt,SWANA,1949,,1922,,
Egypt,SWANA,1950,,1922,,
Egypt,SWANA,1951,,1922,,
Egypt,SWANA,1952,,1922,,
Egypt,SWANA,1953,,1922,,
Egypt,SWANA,1954,,1922,,
Egypt,SWANA,1955,,1922,,
Egypt,SWANA,1956,,1922,,
Egypt,SWANA,1957,,1922,,
Egypt,SWANA,1958,,1922,,
Egypt,SWANA,1959,,1922,,
Egypt,SWANA,1960,,1922,,
Egypt,SWANA,1961,,1922,,
Egypt,SWANA,1962,,1922,,
Egypt,SWANA,1963,,1922,,
Egypt,SWANA,1964,,1922,,
Egypt,SWANA,1965,,1922,,
Egypt,SWANA,1966,,1922,,
Egypt,SWANA,1967,,1922,,
Egypt,SWANA,1968,,1922,,
Egypt,SWANA,1969,,1922,,
Egypt,SWANA,1970,26.4,1922,,26.4
Egypt,SWANA,1971,27.8,1922,,27.8
Egypt,SWANA,1972,24.8,1922,,24.8
Egypt,SWANA,1973,23.6,1922,,23.6
Egypt,SWANA,1974,20.6,1922,,20.6
Egypt,SWANA,1975,38.7,1922,,38.7
Egypt,SWANA,1976,39.6,1922,,39.6
Egypt,SWANA,1977,55.9,1922,,55.9
Egypt,SWANA,1978,51.4,1922,,51.4
Egypt,SWANA,1979,83.6,1922,,83.6
Egypt,SWANA,1980,65.3,1922,,65.3
Egypt,SWANA,1981,72.7,1922,,72.7
Egypt,SWANA,1982,67.1,1922,,67.1
Egypt,SWANA,1983,64.1,1922,,64.1
Egypt,SWANA,1984,56.7,1922,,56.7
Egypt,SWANA,1985,54.2,1922,,54.2
Egypt,SWANA,1986,50.3,1922,,50.3
Egypt,SWANA,1987,49.5,1922,,49.5
Egypt,SWANA,1988,43.1,1922,,43.1
Egypt,SWANA,1989,52.3,1922,,52.3
Egypt,SWANA,1990,57.1,1922,,57.1
Egypt,SWANA,1991,84.6,1922,,84.6
Egypt,SWANA,1992,66.9,1922,,66.9
Egypt,SWANA,1993,129.7,1922,,129.7
Egypt,SWANA,1994,125.1,1922,,125.1
Egypt,SWANA,1995,110,1922,,110
Egypt,SWANA,1996,98.7,1922,,98.7
Egypt,SWANA,1997,92.4,1922,,92.4
Egypt,SWANA,1998,86.2,1922,,86.2
Egypt,SWANA,1999,80,1922,,80
Egypt,SWANA,2000,75.6,1922,,75.6
Egypt,SWANA,2001,94.6,1922,,94.6
Egypt,SWANA,2002,102,1922,,102
Egypt,SWANA,2003,117.6,1922,,117.6
Egypt,SWANA,2004,118.1,1922,,118.1
Egypt,SWANA,2005,118.2,1922,,118.2
Egypt,SWANA,2006,103.7,1922,,103.7
Egypt,SWANA,2007,89.1,1922,,89.1
Egypt,SWANA,2008,80.2,1922,,80.2
Egypt,SWANA,2009,87.5,1922,,87.5
Egypt,SWANA,2010,77.6,1922,,77.6
El Salvador,LAC,1914,16.4,1821,,16.4
El Salvador,LAC,1915,16.5,1821,,16.5
El Salvador,LAC,1916,15.1,1821,,15.1
El Salvador,LAC,1917,16.4,1821,,16.4
El Salvador,LAC,1918,18.6,1821,,18.6
El Salvador,LAC,1919,13.9,1821,,13.9
El Salvador,LAC,1920,14.8,1821,,14.8
El Salvador,LAC,1921,34,1821,,34
El Salvador,LAC,1922,18.9,1821,,18.9
El Salvador,LAC,1923,24.6,1821,,24.6
El Salvador,LAC,1924,16.3,1821,,16.3
El Salvador,LAC,1925,20,1821,,20
El Salvador,LAC,1926,14.9,1821,,14.9
El Salvador,LAC,1927,31.6,1821,,31.6
El Salvador,LAC,1928,17,1821,,17
El Salvador,LAC,1929,21,1821,,21
El Salvador,LAC,1930,29.4,1821,,29.4
El Salvador,LAC,1931,36.9,1821,,36.9
El Salvador,LAC,1932,63.7,1821,,63.7
El Salvador,LAC,1933,42.7,1821,,42.7
El Salvador,LAC,1934,34.3,1821,,34.3
El Salvador,LAC,1935,32,1821,,32
El Salvador,LAC,1936,29.6,1821,,29.6
El Salvador,LAC,1937,18.1,1821,,18.1
El Salvador,LAC,1938,25.7,1821,,25.7
El Salvador,LAC,1939,22.9,1821,,22.9
El Salvador,LAC,1940,29,1821,,29
El Salvador,LAC,1941,30.8,1821,,30.8
El Salvador,LAC,1942,17.9,1821,,17.9
El Salvador,LAC,1943,15.9,1821,,15.9
El Salvador,LAC,1944,15.5,1821,,15.5
El Salvador,LAC,1945,17,1821,,17
El Salvador,LAC,1946,12,1821,,12
El Salvador,LAC,1947,7,1821,,7
El Salvador,LAC,1948,5.2,1821,,5.2
El Salvador,LAC,1949,3.7,1821,,3.7
El Salvador,LAC,1950,2.7,1821,,2.7
El Salvador,LAC,1951,2.7,1821,,2.7
El Salvador,LAC,1952,2.5,1821,,2.5
El Salvador,LAC,1953,2,1821,,2
El Salvador,LAC,1954,1.7,1821,,1.7
El Salvador,LAC,1955,1.6,1821,,1.6
El Salvador,LAC,1956,2.1,1821,,2.1
El Salvador,LAC,1957,2.2,1821,,2.2
El Salvador,LAC,1958,2.9,1821,,2.9
El Salvador,LAC,1959,2.5,1821,,2.5
El Salvador,LAC,1960,2.2,1821,,2.2
El Salvador,LAC,1961,2.2,1821,,2.2
El Salvador,LAC,1962,1.9,1821,,1.9
El Salvador,LAC,1963,2.3,1821,,2.3
El Salvador,LAC,1964,,1821,,
El Salvador,LAC,1965,,1821,,
El Salvador,LAC,1966,,1821,,
El Salvador,LAC,1967,,1821,,
El Salvador,LAC,1968,,1821,,
El Salvador,LAC,1969,,1821,,
El Salvador,LAC,1970,7.8,1821,,7.8
El Salvador,LAC,1971,7.9,1821,,7.9
El Salvador,LAC,1972,8.7,1821,,8.7
El Salvador,LAC,1973,7.5,1821,,7.5
El Salvador,LAC,1974,10.8,1821,,10.8
El Salvador,LAC,1975,10.6,1821,,10.6
El Salvador,LAC,1976,11.4,1821,,11.4
El Salvador,LAC,1977,16.5,1821,,16.5
El Salvador,LAC,1978,21.4,1821,,21.4
El Salvador,LAC,1979,20,1821,,20
El Salvador,LAC,1980,20.6,1821,,20.6
El Salvador,LAC,1981,27.4,1821,,27.4
El Salvador,LAC,1982,36,1821,,36
El Salvador,LAC,1983,44,1821,,44
El Salvador,LAC,1984,45.1,1821,,45.1
El Salvador,LAC,1985,44.4,1821,,44.4
El Salvador,LAC,1986,47,1821,,47
El Salvador,LAC,1987,49.4,1821,,49.4
El Salvador,LAC,1988,47.5,1821,,47.5
El Salvador,LAC,1989,47.9,1821,,47.9
El Salvador,LAC,1990,59.8,1821,,59.8
El Salvador,LAC,1991,43.3,1821,,43.3
El Salvador,LAC,1992,42.2,1821,,42.2
El Salvador,LAC,1993,32.2,1821,,32.2
El Salvador,LAC,1994,30.7,1821,,30.7
El Salvador,LAC,1995,26.6,1821,,26.6
El Salvador,LAC,1996,27.7,1821,,27.7
El Salvador,LAC,1997,26.2,1821,,26.2
El Salvador,LAC,1998,23.7,1821,,23.7
El Salvador,LAC,1999,25.6,1821,,25.6
El Salvador,LAC,2000,27.2,1821,,27.2
El Salvador,LAC,2001,31,1821,,31
El Salvador,LAC,2002,35.6,1821,,35.6
El Salvador,LAC,2003,37.5,1821,,37.5
El Salvador,LAC,2004,38.3,1821,,38.3
El Salvador,LAC,2005,37.5,1821,,37.5
El Salvador,LAC,2006,37.5,1821,,37.5
El Salvador,LAC,2007,34.6,1821,,34.6
El Salvador,LAC,2008,33.6,1821,,33.6
El Salvador,LAC,2009,42,1821,,42
El Salvador,LAC,2010,39.5,1821,,39.5
Myanmar,Asia,2000,84.2,1948,,84.2
Myanmar,Asia,2001,88,1948,,88
Myanmar,Asia,2002,68.8,1948,,68.8
Myanmar,Asia,2003,63.9,1948,,63.9
Myanmar,Asia,2004,52.7,1948,,52.7
Myanmar,Asia,2005,28.6,1948,,28.6
Myanmar,Asia,2006,11.8,1948,,11.8
Myanmar,Asia,2007,12.8,1948,,12.8
Myanmar,Asia,2008,11.6,1948,,11.6
Myanmar,Asia,2009,15.5,1948,,15.5
Myanmar,Asia,2010,16.3,1948,,16.3
Netherlands,Western Europe,1814,159.6,,,159.6
Netherlands,Western Europe,1815,155.9,,,155.9
Netherlands,Western Europe,1816,148.3,,,148.3
Netherlands,Western Europe,1817,136.1,,,136.1
Netherlands,Western Europe,1818,157.8,,,157.8
Netherlands,Western Europe,1819,187.1,,,187.1
Netherlands,Western Europe,1820,190.7,,,190.7
Netherlands,Western Europe,1821,205,,,205
Netherlands,Western Europe,1822,213.6,,,213.6
Netherlands,Western Europe,1823,206.5,,,206.5
Netherlands,Western Europe,1824,233.6,,,233.6
Netherlands,Western Europe,1825,219.4,,,219.4
Netherlands,Western Europe,1826,234.4,,,234.4
Netherlands,Western Europe,1827,221,,,221
Netherlands,Western Europe,1828,229.5,,,229.5
Netherlands,Western Europe,1829,223.5,,,223.5
Netherlands,Western Europe,1830,236.8,,,236.8
Netherlands,Western Europe,1831,221.5,,,221.5
Netherlands,Western Europe,1832,223.7,,,223.7
Netherlands,Western Europe,1833,266.3,,,266.3
Netherlands,Western Europe,1834,277.7,,,277.7
Netherlands,Western Europe,1835,275.6,,,275.6
Netherlands,Western Europe,1836,251.1,,,251.1
Netherlands,Western Europe,1837,265.5,,,265.5
Netherlands,Western Europe,1838,251.8,,,251.8
Netherlands,Western Europe,1839,238.9,,,238.9
Netherlands,Western Europe,1840,243.4,,,243.4
Netherlands,Western Europe,1841,242.2,,,242.2
Netherlands,Western Europe,1842,250.1,,,250.1
Netherlands,Western Europe,1843,264.3,,,264.3
Netherlands,Western Europe,1844,274.4,,,274.4
Netherlands,Western Europe,1845,248.8,,,248.8
Netherlands,Western Europe,1846,213.1,,,213.1
Netherlands,Western Europe,1847,192.7,,,192.7
Netherlands,Western Europe,1848,225.7,,,225.7
Netherlands,Western Europe,1849,226.9,,,226.9
Netherlands,Western Europe,1850,226.1,,,226.1
Netherlands,Western Europe,1851,221.3,,,221.3
Netherlands,Western Europe,1852,212.2,,,212.2
Netherlands,Western Europe,1853,208.2,,,208.2
Netherlands,Western Europe,1854,177.9,,,177.9
Netherlands,Western Europe,1855,180.1,,,180.1
Netherlands,Western Europe,1856,163,,,163
Netherlands,Western Europe,1857,162.5,,,162.5
Netherlands,Western Europe,1858,174.6,,,174.6
Netherlands,Western Europe,1859,173.9,,,173.9
Netherlands,Western Europe,1860,155.5,,,155.5
Netherlands,Western Europe,1861,150.3,,,150.3
Netherlands,Western Europe,1862,134.4,,,134.4
Netherlands,Western Europe,1863,132.3,,,132.3
Netherlands,Western Europe,1864,124.9,,,124.9
Netherlands,Western Europe,1865,123.7,,,123.7
Netherlands,Western Europe,1866,113.6,,,113.6
Netherlands,Western Europe,1867,115.6,,,115.6
Netherlands,Western Europe,1868,115.6,,,115.6
Netherlands,Western Europe,1869,110.9,,,110.9
Netherlands,Western Europe,1870,107.8,,,107.8
Netherlands,Western Europe,1871,104.2,,,104.2
Netherlands,Western Europe,1872,92.9,,,92.9
Netherlands,Western Europe,1873,85.1,,,85.1
Netherlands,Western Europe,1874,86.9,,,86.9
Netherlands,Western Europe,1875,87.3,,,87.3
Netherlands,Western Europe,1876,88.6,,,88.6
Netherlands,Western Europe,1877,86.3,,,86.3
Netherlands,Western Europe,1878,90.6,,,90.6
Netherlands,Western Europe,1879,95.7,,,95.7
Netherlands,Western Europe,1880,89.6,,,89.6
Netherlands,Western Europe,1881,88.9,,,88.9
Netherlands,Western Europe,1882,84.6,,,84.6
Netherlands,Western Europe,1883,86.3,,,86.3
Netherlands,Western Europe,1884,87.7,,,87.7
Netherlands,Western Europe,1885,91.9,,,91.9
Netherlands,Western Europe,1886,95.1,,,95.1
Netherlands,Western Europe,1887,103.5,,,103.5
Netherlands,Western Europe,1888,100.1,,,100.1
Netherlands,Western Europe,1889,95.1,,,95.1
Netherlands,Western Europe,1890,94.4,,,94.4
Netherlands,Western Europe,1891,92.7,,,92.7
Netherlands,Western Europe,1892,96.4,,,96.4
Netherlands,Western Europe,1893,101.6,,,101.6
Netherlands,Western Europe,1894,97.5,,,97.5
Netherlands,Western Europe,1895,98.9,,,98.9
Netherlands,Western Europe,1896,93.1,,,93.1
Netherlands,Western Europe,1897,92.6,,,92.6
Netherlands,Western Europe,1898,87.2,,,87.2
Netherlands,Western Europe,1899,89.5,,,89.5
Netherlands,Western Europe,1900,85.2,,,85.2
Netherlands,Western Europe,1901,84.7,,,84.7
Netherlands,Western Europe,1902,83.3,,,83.3
Netherlands,Western Europe,1903,81.8,,,81.8
Netherlands,Western Europe,1904,78.5,,,78.5
Netherlands,Western Europe,1905,77.9,,,77.9
Netherlands,Western Europe,1906,73.4,,,73.4
Netherlands,Western Europe,1907,74.7,,,74.7
Netherlands,Western Europe,1908,77.5,,,77.5
Netherlands,Western Europe,1909,74.1,,,74.1
Netherlands,Western Europe,1910,70.1,,,70.1
Netherlands,Western Europe,1911,65.2,,,65.2
Netherlands,Western Europe,1912,62.8,,,62.8
Netherlands,Western Europe,1913,61.6,,,61.6
Netherlands,Western Europe,1914,61.2,,,61.2
Netherlands,Western Europe,1915,58.4,,,58.4
Netherlands,Western Europe,1916,57.7,,,57.7
Netherlands,Western Europe,1917,63.6,,,63.6
Netherlands,Western Europe,1918,70.5,,,70.5
Netherlands,Western Europe,1919,60.5,,,60.5
Netherlands,Western Europe,1920,59.6,,,59.6
Netherlands,Western Europe,1921,69.7,,,69.7
Netherlands,Western Europe,1922,77.2,,,77.2
Netherlands,Western Europe,1923,85.4,,,85.4
Netherlands,Western Europe,1924,82.9,,,82.9
Netherlands,Western Europe,1925,82,,,82
Netherlands,Western Europe,1926,79.8,,,79.8
Netherlands,Western Europe,1927,77.1,,,77.1
Netherlands,Western Europe,1928,73.3,,,73.3
Netherlands,Western Europe,1929,71.3,,,71.3
Netherlands,Western Europe,1930,75.6,,,75.6
Netherlands,Western Europe,1931,86.8,,,86.8
Netherlands,Western Europe,1932,101.2,,,101.2
Netherlands,Western Europe,1933,111.6,,,111.6
Netherlands,Western Europe,1934,113.6,,,113.6
Netherlands,Western Europe,1935,117.1,,,117.1
Netherlands,Western Europe,1936,117.5,,,117.5
Netherlands,Western Europe,1937,116.1,,,116.1
Netherlands,Western Europe,1938,113.3,,,113.3
Netherlands,Western Europe,1939,106.5,,,106.5
Netherlands,Western Europe,1940,,,,
Netherlands,Western Europe,1941,,,,
Netherlands,Western Europe,1942,,,,
Netherlands,Western Europe,1943,,,,
Netherlands,Western Europe,1944,,,,
Netherlands,Western Europe,1945,,,,
Netherlands,Western Europe,1946,223,,,223
Netherlands,Western Europe,1947,214,,,214
Netherlands,Western Europe,1948,175.9,,,175.9
Netherlands,Western Europe,1949,162.4,,,162.4
Netherlands,Western Europe,1950,141,,,141
Netherlands,Western Europe,1951,114.9,,,114.9
Netherlands,Western Europe,1952,108.5,,,108.5
Netherlands,Western Europe,1953,99.3,,,99.3
Netherlands,Western Europe,1954,91.1,,,91.1
Netherlands,Western Europe,1955,87.9,,,87.9
Netherlands,Western Europe,1956,85.1,,,85.1
Netherlands,Western Europe,1957,90,,,90
Netherlands,Western Europe,1958,88.8,,,88.8
Netherlands,Western Europe,1959,81.5,,,81.5
Netherlands,Western Europe,1960,78.7,,,78.7
Netherlands,Western Europe,1961,75.1,,,75.1
Netherlands,Western Europe,1962,71.6,,,71.6
Netherlands,Western Europe,1963,63.3,,,63.3
Netherlands,Western Europe,1964,59.6,,,59.6
Netherlands,Western Europe,1965,57.3,,,57.3
Netherlands,Western Europe,1966,56.1,,,56.1
Netherlands,Western Europe,1967,54.7,,,54.7
Netherlands,Western Europe,1968,51.8,,,51.8
Netherlands,Western Europe,1969,49.6,,,49.6
Netherlands,Western Europe,1970,49.6,,,49.6
Netherlands,Western Europe,1971,47.3,,,47.3
Netherlands,Western Europe,1972,44.7,,,44.7
Netherlands,Western Europe,1973,41.6,,,41.6
Netherlands,Western Europe,1974,39.7,,,39.7
Netherlands,Western Europe,1975,39.6,,,39.6
Netherlands,Western Europe,1976,38.7,,,38.7
Netherlands,Western Europe,1977,38.1,,,38.1
Netherlands,Western Europe,1978,41.4,,,41.4
Netherlands,Western Europe,1979,42.9,,,42.9
Netherlands,Western Europe,1980,45.4,,,45.4
Netherlands,Western Europe,1981,49.2,,,49.2
Netherlands,Western Europe,1982,54.6,,,54.6
Netherlands,Western Europe,1983,60.5,,,60.5
Netherlands,Western Europe,1984,64.6,,,64.6
Netherlands,Western Europe,1985,69.4,,,69.4
Netherlands,Western Europe,1986,71,,,71
Netherlands,Western Europe,1987,73,,,73
Netherlands,Western Europe,1988,75.5,,,75.5
Netherlands,Western Europe,1989,75.6,,,75.6
Netherlands,Western Europe,1990,75.8,,,75.8
Netherlands,Western Europe,1991,75.4,,,75.4
Netherlands,Western Europe,1992,76.2,,,76.2
Netherlands,Western Europe,1993,77.2,,,77.2
Netherlands,Western Europe,1994,74.1,,,74.1
Netherlands,Western Europe,1995,76.1,,,76.1
Netherlands,Western Europe,1996,74.1,,,74.1
Netherlands,Western Europe,1997,68.2,,,68.2
Netherlands,Western Europe,1998,65.7,,,65.7
Netherlands,Western Europe,1999,61.1,,,61.1
Netherlands,Western Europe,2000,53.8,,,53.8
Netherlands,Western Europe,2001,50.7,,,50.7
Netherlands,Western Europe,2002,50.5,,,50.5
Netherlands,Western Europe,2003,52,,,52
Netherlands,Western Europe,2004,52.6,,,52.6
Netherlands,Western Europe,2005,52.7,,,52.7
Netherlands,Western Europe,2006,48.7,,,48.7
Netherlands,Western Europe,2007,45.5,,,45.5
Netherlands,Western Europe,2008,58.2,,,58.2
Netherlands,Western Europe,2009,62.2,,,62.2
Netherlands,Western Europe,2010,67.4,,,67.4
New Zealand,Pacific,1860,9.3,,,9.3
New Zealand,Pacific,1861,7.7,,,7.7
New Zealand,Pacific,1862,8.1,,,8.1
New Zealand,Pacific,1863,5.6,,,5.6
New Zealand,Pacific,1864,11.7,,,11.7
New Zealand,Pacific,1865,20.9,,,20.9
New Zealand,Pacific,1866,22,,,22
New Zealand,Pacific,1867,22.1,,,22.1
New Zealand,Pacific,1868,23.7,,,23.7
New Zealand,Pacific,1869,38.8,,,38.8
New Zealand,Pacific,1870,45.5,,,45.5
New Zealand,Pacific,1871,53.3,,,53.3
New Zealand,Pacific,1872,55.1,,,55.1
New Zealand,Pacific,1873,49.8,,,49.8
New Zealand,Pacific,1874,51.1,,,51.1
New Zealand,Pacific,1875,63.7,,,63.7
New Zealand,Pacific,1876,62.3,,,62.3
New Zealand,Pacific,1877,70.6,,,70.6
New Zealand,Pacific,1878,67,,,67
New Zealand,Pacific,1879,69.2,,,69.2
New Zealand,Pacific,1880,89.7,,,89.7
New Zealand,Pacific,1881,91.1,,,91.1
New Zealand,Pacific,1882,92,,,92
New Zealand,Pacific,1883,94.9,,,94.9
New Zealand,Pacific,1884,102.8,,,102.8
New Zealand,Pacific,1885,103.9,,,103.9
New Zealand,Pacific,1886,115.7,,,115.7
New Zealand,Pacific,1887,122,,,122
New Zealand,Pacific,1888,125.3,,,125.3
New Zealand,Pacific,1889,128.8,,,128.8
New Zealand,Pacific,1890,118.6,,,118.6
New Zealand,Pacific,1891,120.7,,,120.7
New Zealand,Pacific,1892,119.9,,,119.9
New Zealand,Pacific,1893,119.5,,,119.5
New Zealand,Pacific,1894,124.5,,,124.5
New Zealand,Pacific,1895,131.6,,,131.6
New Zealand,Pacific,1896,135.3,,,135.3
New Zealand,Pacific,1897,127,,,127
New Zealand,Pacific,1898,128.4,,,128.4
New Zealand,Pacific,1899,131,,,131
New Zealand,Pacific,1900,123.4,,,123.4
New Zealand,Pacific,1901,118.1,,,118.1
New Zealand,Pacific,1902,128.7,,,128.7
New Zealand,Pacific,1903,123.4,,,123.4
New Zealand,Pacific,1904,118.8,,,118.8
New Zealand,Pacific,1905,119.7,,,119.7
New Zealand,Pacific,1906,108.9,,,108.9
New Zealand,Pacific,1907,98.7,,,98.7
New Zealand,Pacific,1908,95.1,,,95.1
New Zealand,Pacific,1909,109.1,,,109.1
New Zealand,Pacific,1910,111.1,,,111.1
New Zealand,Pacific,1911,105.6,,,105.6
New Zealand,Pacific,1912,104.8,,,104.8
New Zealand,Pacific,1913,111.1,,,111.1
New Zealand,Pacific,1914,117.6,,,117.6
New Zealand,Pacific,1915,103.4,,,103.4
New Zealand,Pacific,1916,102.5,,,102.5
New Zealand,Pacific,1917,116.1,,,116.1
New Zealand,Pacific,1918,126.4,,,126.4
New Zealand,Pacific,1919,139,,,139
New Zealand,Pacific,1920,133.7,,,133.7
New Zealand,Pacific,1921,118.9,,,118.9
New Zealand,Pacific,1922,134.6,,,134.6
New Zealand,Pacific,1923,154.2,,,154.2
New Zealand,Pacific,1924,143.6,,,143.6
New Zealand,Pacific,1925,140.5,,,140.5
New Zealand,Pacific,1926,144.8,,,144.8
New Zealand,Pacific,1927,161.6,,,161.6
New Zealand,Pacific,1928,167.6,,,167.6
New Zealand,Pacific,1929,160.4,,,160.4
New Zealand,Pacific,1930,163.4,,,163.4
New Zealand,Pacific,1931,187.3,,,187.3
New Zealand,Pacific,1932,236.8,,,236.8
New Zealand,Pacific,1933,248.8,,,248.8
New Zealand,Pacific,1934,231.6,,,231.6
New Zealand,Pacific,1935,200.9,,,200.9
New Zealand,Pacific,1936,181.1,,,181.1
