COUNTRY,REGION,YEAR,GOVERNMENT DEBT AS % OF GDP,INDEPENDENCE,LESSTHANONE,DEBT%GDPWINSOR
Algeria,SWANA,1964,29.3,1962,,29.3
Algeria,SWANA,1965,30.6,1962,,30.6
Algeria,SWANA,1966,30.6,1962,,30.6
Algeria,SWANA,1967,29.9,1962,,29.9
Algeria,SWANA,1968,36.1,1962,,36.1
Algeria,SWANA,1969,21.9,1962,,21.9
Algeria,SWANA,1970,40.8,1962,,40.8
Algeria,SWANA,1971,49.5,1962,,49.5
Algeria,SWANA,1972,40.1,1962,,40.1
Algeria,SWANA,1973,40.6,1962,,40.6
Algeria,SWANA,1974,42.2,1962,,42.2
Algeria,SWANA,1975,47.9,1962,,47.9
Algeria,SWANA,1976,55.7,1962,,55.7
Algeria,SWANA,1977,78.7,1962,,78.7
Algeria,SWANA,1978,101.9,1962,,101.9
Algeria,SWANA,1979,91.5,1962,,91.5
Algeria,SWANA,1980,79.1,1962,,79.1
Algeria,SWANA,1981,66.7,1962,,66.7
Algeria,SWANA,1982,68.9,1962,,68.9
Algeria,SWANA,1983,68.8,1962,,68.8
Algeria,SWANA,1984,76,1962,,76
Algeria,SWANA,1985,70,1962,,70
Algeria,SWANA,1986,96.3,1962,,96.3
Algeria,SWANA,1987,107.7,1962,,107.7
Algeria,SWANA,1988,126.1,1962,,126.1
Algeria,SWANA,1989,118.2,1962,,118.2
Algeria,SWANA,1990,106.3,1962,,106.3
Algeria,SWANA,1991,123.5,1962,,123.5
Algeria,SWANA,1992,122.2,1962,,122.2
Algeria,SWANA,1993,132.4,1962,,132.4
Algeria,SWANA,1994,173.1,1962,,173.1
Algeria,SWANA,1995,174.3,1962,,174.3
Algeria,SWANA,1996,146.4,1962,,146.4
Algeria,SWANA,1997,135,1962,,135
Algeria,SWANA,1998,85.2,1962,,85.2
Algeria,SWANA,1999,73.8,1962,,73.8
Algeria,SWANA,2000,68.6,1962,,68.6
Algeria,SWANA,2001,54.6,1962,,54.6
Algeria,SWANA,2002,52.5,1962,,52.5
Algeria,SWANA,2003,49.3,1962,,49.3
Algeria,SWANA,2004,42.5,1962,,42.5
Algeria,SWANA,2005,16.3,1962,,16.3
Algeria,SWANA,2006,4.9,1962,,4.9
Algeria,SWANA,2007,4.3,1962,,4.3
Algeria,SWANA,2008,3.2,1962,,3.2
Algeria,SWANA,2009,3.7,1962,,3.7
Algeria,SWANA,2010,3.2,1962,,3.2
Argentina,LAC,1824,29,1816,,29
Argentina,LAC,1825,28,1816,,28
Argentina,LAC,1826,54.1,1816,,54.1
Argentina,LAC,1827,425.6,1816,,425.6
Argentina,LAC,1828,92,1816,,92
Argentina,LAC,1829,26.1,1816,,26.1
Argentina,LAC,1830,25.7,1816,,25.7
Argentina,LAC,1831,26.1,1816,,26.1
Argentina,LAC,1832,25.5,1816,,25.5
Argentina,LAC,1833,24.3,1816,,24.3
Argentina,LAC,1834,24.3,1816,,24.3
Argentina,LAC,1835,24.6,1816,,24.6
Argentina,LAC,1836,23.7,1816,,23.7
Argentina,LAC,1837,25.1,1816,,25.1
Argentina,LAC,1838,26.8,1816,,26.8
Argentina,LAC,1839,32.6,1816,,32.6
Argentina,LAC,1840,43.6,1816,,43.6
Argentina,LAC,1841,24.5,1816,,24.5
Argentina,LAC,1842,16.1,1816,,16.1
Argentina,LAC,1843,14.2,1816,,14.2
Argentina,LAC,1844,17.3,1816,,17.3
Argentina,LAC,1845,18.1,1816,,18.1
Argentina,LAC,1846,56,1816,,56
Argentina,LAC,1847,25.5,1816,,25.5
Argentina,LAC,1848,18,1816,,18
Argentina,LAC,1849,9.6,1816,,9.6
Argentina,LAC,1850,12.4,1816,,12.4
Argentina,LAC,1851,11.1,1816,,11.1
Argentina,LAC,1852,13.4,1816,,13.4
Argentina,LAC,1853,16.7,1816,,16.7
Argentina,LAC,1854,10.5,1816,,10.5
Argentina,LAC,1855,12.3,1816,,12.3
Argentina,LAC,1856,8.8,1816,,8.8
Argentina,LAC,1857,6,1816,,6
Argentina,LAC,1858,21.7,1816,,21.7
Argentina,LAC,1859,16.7,1816,,16.7
Argentina,LAC,1860,12.9,1816,,12.9
Argentina,LAC,1861,16.4,1816,,16.4
Argentina,LAC,1862,20.8,1816,,20.8
Argentina,LAC,1863,16.9,1816,,16.9
Argentina,LAC,1864,6.2,1816,,6.2
Argentina,LAC,1865,6.6,1816,,6.6
Argentina,LAC,1866,,1816,,
Argentina,LAC,1867,12.9,1816,,12.9
Argentina,LAC,1868,17.2,1816,,17.2
Argentina,LAC,1869,16.4,1816,,16.4
Argentina,LAC,1870,18.5,1816,,18.5
Argentina,LAC,1871,32.8,1816,,32.8
Argentina,LAC,1872,28.6,1816,,28.6
Argentina,LAC,1873,26.6,1816,,26.6
Argentina,LAC,1874,26.3,1816,,26.3
Argentina,LAC,1875,26.6,1816,,26.6
Argentina,LAC,1876,28.4,1816,,28.4
Argentina,LAC,1877,23.4,1816,,23.4
Argentina,LAC,1878,23.8,1816,,23.8
Argentina,LAC,1879,23.1,1816,,23.1
Argentina,LAC,1880,25.9,1816,,25.9
Argentina,LAC,1881,29.2,1816,,29.2
Argentina,LAC,1882,25.9,1816,,25.9
Argentina,LAC,1883,24.9,1816,,24.9
Argentina,LAC,1884,21.9,1816,,21.9
Argentina,LAC,1885,23.3,1816,,23.3
Argentina,LAC,1886,24,1816,,24
Argentina,LAC,1887,21.2,1816,,21.2
Argentina,LAC,1888,38.7,1816,,38.7
Argentina,LAC,1889,47.8,1816,,47.8
Argentina,LAC,1890,72.1,1816,,72.1
Argentina,LAC,1891,117.7,1816,,117.7
Argentina,LAC,1892,93.7,1816,,93.7
Argentina,LAC,1893,83.8,1816,,83.8
Argentina,LAC,1894,71.2,1816,,71.2
Argentina,LAC,1895,61.2,1816,,61.2
Argentina,LAC,1896,48.3,1816,,48.3
Argentina,LAC,1897,66.4,1816,,66.4
Argentina,LAC,1898,61.8,1816,,61.8
Argentina,LAC,1899,61.5,1816,,61.5
Argentina,LAC,1900,54,1816,,54
Argentina,LAC,1901,51,1816,,51
Argentina,LAC,1902,48.2,1816,,48.2
Argentina,LAC,1903,40.8,1816,,40.8
Argentina,LAC,1904,37.3,1816,,37.3
Argentina,LAC,1905,27.7,1816,,27.7
Argentina,LAC,1906,25.5,1816,,25.5
Argentina,LAC,1907,27.2,1816,,27.2
Argentina,LAC,1908,23,1816,,23
Argentina,LAC,1909,24.5,1816,,24.5
Argentina,LAC,1910,22.5,1816,,22.5
Argentina,LAC,1911,26.1,1816,,26.1
Argentina,LAC,1912,23,1816,,23
Argentina,LAC,1913,22.7,1816,,22.7
Argentina,LAC,1914,24.7,1816,,24.7
Argentina,LAC,1915,23.1,1816,,23.1
Argentina,LAC,1916,22,1816,,22
Argentina,LAC,1917,21.7,1816,,21.7
Argentina,LAC,1918,15.1,1816,,15.1
Argentina,LAC,1919,14.5,1816,,14.5
Argentina,LAC,1920,11.9,1816,,11.9
Argentina,LAC,1921,14,1816,,14
Argentina,LAC,1922,15,1816,,15
Argentina,LAC,1923,13.6,1816,,13.6
Argentina,LAC,1924,14,1816,,14
Argentina,LAC,1925,16.2,1816,,16.2
Argentina,LAC,1926,17.4,1816,,17.4
Argentina,LAC,1927,19.3,1816,,19.3
Argentina,LAC,1928,19.2,1816,,19.2
Argentina,LAC,1929,17.9,1816,,17.9
Argentina,LAC,1930,19.1,1816,,19.1
Argentina,LAC,1931,24.3,1816,,24.3
Argentina,LAC,1932,28.2,1816,,28.2
Argentina,LAC,1933,28.9,1816,,28.9
Argentina,LAC,1934,26.5,1816,,26.5
Argentina,LAC,1935,30,1816,,30
Argentina,LAC,1936,31.5,1816,,31.5
Argentina,LAC,1937,27.2,1816,,27.2
Argentina,LAC,1938,28.8,1816,,28.8
Argentina,LAC,1939,30.6,1816,,30.6
Argentina,LAC,1940,30.4,1816,,30.4
Argentina,LAC,1941,29.9,1816,,29.9
Argentina,LAC,1942,28.1,1816,,28.1
Argentina,LAC,1943,28.9,1816,,28.9
Argentina,LAC,1944,26.9,1816,,26.9
Argentina,LAC,1945,27.6,1816,,27.6
Argentina,LAC,1946,24.2,1816,,24.2
Argentina,LAC,1947,20.1,1816,,20.1
Argentina,LAC,1948,19.4,1816,,19.4
Argentina,LAC,1949,19.7,1816,,19.7
Argentina,LAC,1950,20.5,1816,,20.5
Argentina,LAC,1951,17.4,1816,,17.4
Argentina,LAC,1952,18.7,1816,,18.7
Argentina,LAC,1953,21.4,1816,,21.4
Argentina,LAC,1954,23.9,1816,,23.9
Argentina,LAC,1955,24.1,1816,,24.1
Argentina,LAC,1956,22,1816,,22
Argentina,LAC,1957,19.7,1816,,19.7
Argentina,LAC,1958,17.2,1816,,17.2
Argentina,LAC,1959,10.2,1816,,10.2
Argentina,LAC,1960,8.4,1816,,8.4
Argentina,LAC,1961,8.7,1816,,8.7
Argentina,LAC,1962,25.1,1816,,25.1
Argentina,LAC,1963,23.4,1816,,23.4
Argentina,LAC,1964,16.8,1816,,16.8
Argentina,LAC,1965,15.9,1816,,15.9
Argentina,LAC,1966,13.4,1816,,13.4
Argentina,LAC,1967,10.9,1816,,10.9
Argentina,LAC,1968,9.4,1816,,9.4
Argentina,LAC,1969,9.6,1816,,9.6
Argentina,LAC,1970,13.5,1816,,13.5
Argentina,LAC,1971,15.2,1816,,15.2
Argentina,LAC,1972,17.1,1816,,17.1
Argentina,LAC,1973,12,1816,,12
Argentina,LAC,1974,13,1816,,13
Argentina,LAC,1975,33.8,1816,,33.8
Argentina,LAC,1976,28.7,1816,,28.7
Argentina,LAC,1977,25.1,1816,,25.1
Argentina,LAC,1978,17.5,1816,,17.5
Argentina,LAC,1979,12.4,1816,,12.4
Argentina,LAC,1980,11.4,1816,,11.4
Argentina,LAC,1981,26.5,1816,,26.5
Argentina,LAC,1982,55.2,1816,,55.2
Argentina,LAC,1983,64.2,1816,,64.2
Argentina,LAC,1984,54.6,1816,,54.6
Argentina,LAC,1985,67.9,1816,,67.9
Argentina,LAC,1986,55.9,1816,,55.9
Argentina,LAC,1987,74.1,1816,,74.1
Argentina,LAC,1988,61.4,1816,,61.4
Argentina,LAC,1989,118.2,1816,,118.2
Argentina,LAC,1990,48.5,1816,,48.5
Argentina,LAC,1991,35.7,1816,,35.7
Argentina,LAC,1992,30.1,1816,,30.1
Argentina,LAC,1993,30,1816,,30
Argentina,LAC,1994,31.8,1816,,31.8
Argentina,LAC,1995,34.4,1816,,34.4
Argentina,LAC,1996,36.4,1816,,36.4
Argentina,LAC,1997,35.3,1816,,35.3
Argentina,LAC,1998,38.2,1816,,38.2
Argentina,LAC,1999,43.5,1816,,43.5
Argentina,LAC,2000,45.6,1816,,45.6
Argentina,LAC,2001,54,1816,,54
Argentina,LAC,2002,154.9,1816,,154.9
Argentina,LAC,2003,140.5,1816,,140.5
Argentina,LAC,2004,126,1816,,126
Argentina,LAC,2005,70.2,1816,,70.2
Argentina,LAC,2006,63.8,1816,,63.8
Argentina,LAC,2007,55.1,1816,,55.1
Argentina,LAC,2008,44.4,1816,,44.4
Argentina,LAC,2009,47.4,1816,,47.4
Argentina,LAC,2010,45.5,1816,,45.5
Australia,Pacific,1861,8.5,1901,,8.5
Australia,Pacific,1862,9.1,1901,,9.1
Australia,Pacific,1863,8.6,1901,,8.6
Australia,Pacific,1864,12.8,1901,,12.8
Australia,Pacific,1865,12.3,1901,,12.3
Australia,Pacific,1866,12.6,1901,,12.6
Australia,Pacific,1867,14.6,1901,,14.6
Australia,Pacific,1868,15.6,1901,,15.6
Australia,Pacific,1869,16.8,1901,,16.8
Australia,Pacific,1870,17.3,1901,,17.3
Australia,Pacific,1871,19.2,1901,,19.2
Australia,Pacific,1872,15.5,1901,,15.5
Australia,Pacific,1873,14.3,1901,,14.3
Australia,Pacific,1874,19.4,1901,,19.4
Australia,Pacific,1875,23.4,1901,,23.4
Australia,Pacific,1876,15.9,1901,,15.9
Australia,Pacific,1877,17.6,1901,,17.6
Australia,Pacific,1878,17.3,1901,,17.3
Australia,Pacific,1879,20.9,1901,,20.9
Australia,Pacific,1880,22.2,1901,,22.2
Australia,Pacific,1881,23.2,1901,,23.2
Australia,Pacific,1882,23.3,1901,,23.3
Australia,Pacific,1883,24.1,1901,,24.1
Australia,Pacific,1884,29.3,1901,,29.3
Australia,Pacific,1885,31.2,1901,,31.2
Australia,Pacific,1886,34.2,1901,,34.2
Australia,Pacific,1887,32.5,1901,,32.5
Australia,Pacific,1888,32.9,1901,,32.9
Australia,Pacific,1889,32.1,1901,,32.1
Australia,Pacific,1890,34.7,1901,,34.7
Australia,Pacific,1891,37.3,1901,,37.3
Australia,Pacific,1892,44.1,1901,,44.1
Australia,Pacific,1893,51.7,1901,,51.7
Australia,Pacific,1894,54.9,1901,,54.9
Australia,Pacific,1895,60.1,1901,,60.1
Australia,Pacific,1896,53.4,1901,,53.4
Australia,Pacific,1897,58.1,1901,,58.1
Australia,Pacific,1898,51.1,1901,,51.1
Australia,Pacific,1899,51.4,1901,,51.4
Australia,Pacific,1900,50.9,1901,,50.9
Australia,Pacific,1901,46.8,1901,,46.8
Australia,Pacific,1902,46.4,1901,,46.4
Australia,Pacific,1903,49.7,1901,,49.7
Australia,Pacific,1904,47.9,1901,,47.9
Australia,Pacific,1905,49.1,1901,,49.1
Australia,Pacific,1906,47.1,1901,,47.1
Australia,Pacific,1907,41.2,1901,,41.2
Australia,Pacific,1908,42.4,1901,,42.4
Australia,Pacific,1909,40.6,1901,,40.6
Australia,Pacific,1910,38.8,1901,,38.8
Australia,Pacific,1911,25.9,1901,,25.9
Australia,Pacific,1912,37.4,1901,,37.4
Australia,Pacific,1913,37.1,1901,,37.1
Australia,Pacific,1914,38.1,1901,,38.1
Australia,Pacific,1915,44.4,1901,,44.4
Australia,Pacific,1916,46.1,1901,,46.1
Australia,Pacific,1917,51.2,1901,,51.2
Australia,Pacific,1918,61.6,1901,,61.6
Australia,Pacific,1919,60.6,1901,,60.6
Australia,Pacific,1920,61.2,1901,,61.2
Australia,Pacific,1921,59.1,1901,,59.1
Australia,Pacific,1922,63.4,1901,,63.4
Australia,Pacific,1923,59.2,1901,,59.2
Australia,Pacific,1924,58.8,1901,,58.8
Australia,Pacific,1925,55.3,1901,,55.3
Australia,Pacific,1926,60.5,1901,,60.5
Australia,Pacific,1927,59.7,1901,,59.7
Australia,Pacific,1928,62.3,1901,,62.3
Australia,Pacific,1929,63.8,1901,,63.8
Australia,Pacific,1930,70.3,1901,,70.3
Australia,Pacific,1931,89.8,1901,,89.8
Australia,Pacific,1932,98.2,1901,,98.2
Australia,Pacific,1933,95.3,1901,,95.3
Australia,Pacific,1934,90.1,1901,,90.1
Australia,Pacific,1935,86.7,1901,,86.7
Australia,Pacific,1936,79.8,1901,,79.8
Australia,Pacific,1937,73.5,1901,,73.5
Australia,Pacific,1938,68.7,1901,,68.7
Australia,Pacific,1939,71.2,1901,,71.2
Australia,Pacific,1940,67.7,1901,,67.7
Australia,Pacific,1941,66.5,1901,,66.5
Australia,Pacific,1942,65.2,1901,,65.2
Australia,Pacific,1943,70.2,1901,,70.2
Australia,Pacific,1944,81.5,1901,,81.5
Australia,Pacific,1945,185.1,1901,,185.1
Australia,Pacific,1946,190.4,1901,,190.4
Australia,Pacific,1947,177.3,1901,,177.3
Australia,Pacific,1948,148.9,1901,,148.9
Australia,Pacific,1949,125.8,1901,,125.8
Australia,Pacific,1950,109.8,1901,,109.8
Australia,Pacific,1951,87.1,1901,,87.1
Australia,Pacific,1952,86.1,1901,,86.1
Australia,Pacific,1953,79.9,1901,,79.9
Australia,Pacific,1954,76.8,1901,,76.8
Australia,Pacific,1955,75,1901,,75
Australia,Pacific,1956,71.8,1901,,71.8
Australia,Pacific,1957,67.7,1901,,67.7
Australia,Pacific,1958,66,1901,,66
Australia,Pacific,1959,62.4,1901,,62.4
Australia,Pacific,1960,48.3,1901,,48.3
Australia,Pacific,1961,49.4,1901,,49.4
Australia,Pacific,1962,50.3,1901,,50.3
Australia,Pacific,1963,47.6,1901,,47.6
Australia,Pacific,1964,45,1901,,45
Australia,Pacific,1965,43.7,1901,,43.7
Australia,Pacific,1966,42.5,1901,,42.5
Australia,Pacific,1967,40.5,1901,,40.5
Australia,Pacific,1968,39.5,1901,,39.5
Australia,Pacific,1969,36.8,1901,,36.8
Australia,Pacific,1970,35,1901,,35
Australia,Pacific,1971,32.3,1901,,32.3
Australia,Pacific,1972,30.7,1901,,30.7
Australia,Pacific,1973,27.4,1901,,27.4
Australia,Pacific,1974,22.4,1901,,22.4
Australia,Pacific,1975,23.6,1901,,23.6
Australia,Pacific,1976,23,1901,,23
Australia,Pacific,1977,23.6,1901,,23.6
Australia,Pacific,1978,24.7,1901,,24.7
Australia,Pacific,1979,20.9,1901,,20.9
Australia,Pacific,1980,18.7,1901,,18.7
Australia,Pacific,1981,15.8,1901,,15.8
Australia,Pacific,1982,14.7,1901,,14.7
Australia,Pacific,1983,17.2,1901,,17.2
Australia,Pacific,1984,19.6,1901,,19.6
Australia,Pacific,1985,20.9,1901,,20.9
Australia,Pacific,1986,21,1901,,21
Australia,Pacific,1987,19.5,1901,,19.5
Australia,Pacific,1988,16,1901,,16
Australia,Pacific,1989,12.2,1901,,12.2
Australia,Pacific,1990,10,1901,,10
Australia,Pacific,1991,9.1,1901,,9.1
Australia,Pacific,1992,10.6,1901,,10.6
Australia,Pacific,1993,13.5,1901,,13.5
Australia,Pacific,1994,15.5,1901,,15.5
Australia,Pacific,1995,17.9,1901,,17.9
Australia,Pacific,1996,17.3,1901,,17.3
Australia,Pacific,1997,17,1901,,17
Australia,Pacific,1998,14.2,1901,,14.2
Australia,Pacific,1999,12.8,1901,,12.8
Australia,Pacific,2000,10.8,1901,,10.8
Australia,Pacific,2001,9,1901,,9
Australia,Pacific,2002,8,1901,,8
Australia,Pacific,2003,6.8,1901,,6.8
Australia,Pacific,2004,6.1,1901,,6.1
Australia,Pacific,2005,5.7,1901,,5.7
Australia,Pacific,2006,5.2,1901,,5.2
Australia,Pacific,2007,4.7,1901,,4.7
Australia,Pacific,2008,4.5,1901,,4.5
Australia,Pacific,2009,9.3,1901,,9.3
Australia,Pacific,2010,11.3,1901,,11.3
Austria,Western Europe,1880,69.6,1945,,69.6
Austria,Western Europe,1881,72.1,1945,,72.1
Austria,Western Europe,1882,72.6,1945,,72.6
Austria,Western Europe,1883,73.6,1945,,73.6
Austria,Western Europe,1884,75.2,1945,,75.2
Austria,Western Europe,1885,79.6,1945,,79.6
Austria,Western Europe,1886,84.1,1945,,84.1
Austria,Western Europe,1887,83.2,1945,,83.2
Austria,Western Europe,1888,82.7,1945,,82.7
Austria,Western Europe,1889,86,1945,,86
Austria,Western Europe,1890,85.2,1945,,85.2
Austria,Western Europe,1891,86.2,1945,,86.2
Austria,Western Europe,1892,89.9,1945,,89.9
Austria,Western Europe,1893,90,1945,,90
Austria,Western Europe,1894,87.8,1945,,87.8
Austria,Western Europe,1895,83.5,1945,,83.5
Austria,Western Europe,1896,85.7,1945,,85.7
Austria,Western Europe,1897,86.9,1945,,86.9
Austria,Western Europe,1898,81.5,1945,,81.5
Austria,Western Europe,1899,78.2,1945,,78.2
Austria,Western Europe,1900,81.1,1945,,81.1
Austria,Western Europe,1901,82.8,1945,,82.8
Austria,Western Europe,1902,79.2,1945,,79.2
Austria,Western Europe,1903,76.3,1945,,76.3
Austria,Western Europe,1904,78.4,1945,,78.4
Austria,Western Europe,1905,69.5,1945,,69.5
Austria,Western Europe,1906,65.4,1945,,65.4
Austria,Western Europe,1907,63.9,1945,,63.9
Austria,Western Europe,1908,62.8,1945,,62.8
Austria,Western Europe,1909,60.8,1945,,60.8
Austria,Western Europe,1910,67.1,1945,,67.1
Austria,Western Europe,1911,64.6,1945,,64.6
Austria,Western Europe,1912,61.4,1945,,61.4
Austria,Western Europe,1913,63.3,1945,,63.3
Austria,Western Europe,1914,,1945,,
Austria,Western Europe,1915,,1945,,
Austria,Western Europe,1916,,1945,,
Austria,Western Europe,1917,,1945,,
Austria,Western Europe,1918,,1945,,
Austria,Western Europe,1919,,1945,,
Austria,Western Europe,1920,,1945,,
Austria,Western Europe,1921,,1945,,
Austria,Western Europe,1922,,1945,,
Austria,Western Europe,1923,,1945,,
Austria,Western Europe,1924,24.1,1945,,24.1
Austria,Western Europe,1925,21.2,1945,,21.2
Austria,Western Europe,1926,21.5,1945,,21.5
Austria,Western Europe,1927,21.8,1945,,21.8
Austria,Western Europe,1928,16.1,1945,,16.1
Austria,Western Europe,1929,15.4,1945,,15.4
Austria,Western Europe,1930,19.3,1945,,19.3
Austria,Western Europe,1931,21.8,1945,,21.8
Austria,Western Europe,1932,29.5,1945,,29.5
Austria,Western Europe,1933,36.5,1945,,36.5
Austria,Western Europe,1934,39.2,1945,,39.2
Austria,Western Europe,1935,40.4,1945,,40.4
Austria,Western Europe,1936,36.4,1945,,36.4
Austria,Western Europe,1937,35.6,1945,,35.6
Austria,Western Europe,1938,,1945,,
Austria,Western Europe,1939,,1945,,
Austria,Western Europe,1940,,1945,,
Austria,Western Europe,1941,,1945,,
Austria,Western Europe,1942,,1945,,
Austria,Western Europe,1943,,1945,,
Austria,Western Europe,1944,,1945,,
Austria,Western Europe,1945,,1945,,
Austria,Western Europe,1946,,1945,,
Austria,Western Europe,1947,,1945,,
Austria,Western Europe,1948,35.2,1945,,35.2
Austria,Western Europe,1949,26.4,1945,,26.4
Austria,Western Europe,1950,22.1,1945,,22.1
Austria,Western Europe,1951,15.3,1945,,15.3
Austria,Western Europe,1952,13.6,1945,,13.6
Austria,Western Europe,1953,16.6,1945,,16.6
Austria,Western Europe,1954,14.3,1945,,14.3
Austria,Western Europe,1955,11.9,1945,,11.9
Austria,Western Europe,1956,10.9,1945,,10.9
Austria,Western Europe,1957,8.3,1945,,8.3
Austria,Western Europe,1958,11.6,1945,,11.6
Austria,Western Europe,1959,13.5,1945,,13.5
Austria,Western Europe,1960,13.6,1945,,13.6
Austria,Western Europe,1961,12.4,1945,,12.4
Austria,Western Europe,1962,12,1945,,12
Austria,Western Europe,1963,12.1,1945,,12.1
Austria,Western Europe,1964,12,1945,,12
Austria,Western Europe,1965,11.5,1945,,11.5
Austria,Western Europe,1966,11,1945,,11
Austria,Western Europe,1967,12.1,1945,,12.1
Austria,Western Europe,1968,13,1945,,13
Austria,Western Europe,1969,13,1945,,13
Austria,Western Europe,1970,10.6,1945,,10.6
Austria,Western Europe,1971,9.3,1945,,9.3
Austria,Western Europe,1972,8.9,1945,,8.9
Austria,Western Europe,1973,9.2,1945,,9.2
Austria,Western Europe,1974,8.9,1945,,8.9
Austria,Western Europe,1975,12.8,1945,,12.8
Austria,Western Europe,1976,15.2,1945,,15.2
Austria,Western Europe,1977,16.4,1945,,16.4
Austria,Western Europe,1978,18.9,1945,,18.9
Austria,Western Europe,1979,23.6,1945,,23.6
Austria,Western Europe,1980,25.2,1945,,25.2
Austria,Western Europe,1981,26.8,1945,,26.8
Austria,Western Europe,1982,28.8,1945,,28.8
Austria,Western Europe,1983,33,1945,,33
Austria,Western Europe,1984,35.5,1945,,35.5
Austria,Western Europe,1985,37.6,1945,,37.6
Austria,Western Europe,1986,42,1945,,42
Austria,Western Europe,1987,45.8,1945,,45.8
Austria,Western Europe,1988,45.8,1945,,45.8
Austria,Western Europe,1989,45.8,1945,,45.8
Austria,Western Europe,1990,46,1945,,46
Austria,Western Europe,1991,46.7,1945,,46.7
Austria,Western Europe,1992,46.7,1945,,46.7
Austria,Western Europe,1993,50.6,1945,,50.6
Austria,Western Europe,1994,53.3,1945,,53.3
Austria,Western Europe,1995,55.9,1945,,55.9
Austria,Western Europe,1996,56.3,1945,,56.3
Austria,Western Europe,1997,58.5,1945,,58.5
Austria,Western Europe,1998,58.5,1945,,58.5
Austria,Western Europe,1999,59.6,1945,,59.6
Austria,Western Europe,2000,58.2,1945,,58.2
Austria,Western Europe,2001,57.1,1945,,57.1
Austria,Western Europe,2002,56.6,1945,,56.6
Austria,Western Europe,2003,56.8,1945,,56.8
Austria,Western Europe,2004,58.2,1945,,58.2
Austria,Western Europe,2005,58,1945,,58
Austria,Western Europe,2006,56.7,1945,,56.7
Austria,Western Europe,2007,54.4,1945,,54.4
Austria,Western Europe,2008,57.5,1945,,57.5
Austria,Western Europe,2009,61.5,1945,,61.5
Austria,Western Europe,2010,61.4,1945,,61.4
Belgium,Western Europe,1835,9.4,1830,,9.4
Belgium,Western Europe,1836,9.7,1830,,9.7
Belgium,Western Europe,1837,9.2,1830,,9.2
Belgium,Western Europe,1838,11.6,1830,,11.6
Belgium,Western Europe,1839,11.6,1830,,11.6
Belgium,Western Europe,1840,16.5,1830,,16.5
Belgium,Western Europe,1841,15.1,1830,,15.1
Belgium,Western Europe,1842,38,1830,,38
Belgium,Western Europe,1843,38.6,1830,,38.6
Belgium,Western Europe,1844,34.7,1830,,34.7
Belgium,Western Europe,1845,33,1830,,33
Belgium,Western Europe,1846,30.7,1830,,30.7
Belgium,Western Europe,1847,28,1830,,28
Belgium,Western Europe,1848,34.4,1830,,34.4
Belgium,Western Europe,1849,34.5,1830,,34.5
Belgium,Western Europe,1850,33.7,1830,,33.7
Belgium,Western Europe,1851,33.4,1830,,33.4
Belgium,Western Europe,1852,30.8,1830,,30.8
Belgium,Western Europe,1853,27.6,1830,,27.6
Belgium,Western Europe,1854,23.1,1830,,23.1
Belgium,Western Europe,1855,22,1830,,22
Belgium,Western Europe,1856,20.4,1830,,20.4
Belgium,Western Europe,1857,20.8,1830,,20.8
Belgium,Western Europe,1858,21.4,1830,,21.4
Belgium,Western Europe,1859,21,1830,,21
Belgium,Western Europe,1860,20,1830,,20
Belgium,Western Europe,1861,19.5,1830,,19.5
Belgium,Western Europe,1862,18.9,1830,,18.9
Belgium,Western Europe,1863,18.3,1830,,18.3
Belgium,Western Europe,1864,17.3,1830,,17.3
Belgium,Western Europe,1865,18.1,1830,,18.1
Belgium,Western Europe,1866,16.7,1830,,16.7
Belgium,Western Europe,1867,17.2,1830,,17.2
Belgium,Western Europe,1868,17.2,1830,,17.2
Belgium,Western Europe,1869,16.1,1830,,16.1
Belgium,Western Europe,1870,15.1,1830,,15.1
Belgium,Western Europe,1871,16,1830,,16
Belgium,Western Europe,1872,13.2,1830,,13.2
Belgium,Western Europe,1873,16.2,1830,,16.2
Belgium,Western Europe,1874,17.2,1830,,17.2
Belgium,Western Europe,1875,19.3,1830,,19.3
Belgium,Western Europe,1876,21.1,1830,,21.1
Belgium,Western Europe,1877,23,1830,,23
Belgium,Western Europe,1878,25.2,1830,,25.2
Belgium,Western Europe,1879,26.3,1830,,26.3
Belgium,Western Europe,1880,26.2,1830,,26.2
Belgium,Western Europe,1881,26.7,1830,,26.7
Belgium,Western Europe,1882,29.3,1830,,29.3
Belgium,Western Europe,1883,32.1,1830,,32.1
Belgium,Western Europe,1884,35,1830,,35
Belgium,Western Europe,1885,36,1830,,36
Belgium,Western Europe,1886,40.1,1830,,40.1
Belgium,Western Europe,1887,38.4,1830,,38.4
Belgium,Western Europe,1888,37.9,1830,,37.9
Belgium,Western Europe,1889,37,1830,,37
Belgium,Western Europe,1890,36.3,1830,,36.3
Belgium,Western Europe,1891,37.4,1830,,37.4
Belgium,Western Europe,1892,40,1830,,40
Belgium,Western Europe,1893,40.9,1830,,40.9
Belgium,Western Europe,1894,42.7,1830,,42.7
Belgium,Western Europe,1895,42.1,1830,,42.1
Belgium,Western Europe,1896,42.5,1830,,42.5
Belgium,Western Europe,1897,41.4,1830,,41.4
Belgium,Western Europe,1898,45.2,1830,,45.2
Belgium,Western Europe,1899,43.7,1830,,43.7
Belgium,Western Europe,1900,42.8,1830,,42.8
Belgium,Western Europe,1901,46,1830,,46
